date,county,state,fips,cases,deaths
2020/7/7,Nueces,Texas,48355,4472,27
2020/7/8,Nueces,Texas,48355,4917,35
2020/7/9,Nueces,Texas,48355,5260,37
2020/7/10,Nueces,Texas,48355,5672,42
2020/7/11,Nueces,Texas,48355,5965,50
2020/7/12,Nueces,Texas,48355,6174,54
2020/7/13,Nueces,Texas,48355,6427,58
2020/7/14,Nueces,Texas,48355,7032,64
2020/7/15,Nueces,Texas,48355,7532,70
2020/7/16,Nueces,Texas,48355,7861,75
2020/7/17,Nueces,Texas,48355,8171,82
2020/7/18,Nueces,Texas,48355,8407,90
2020/7/19,Nueces,Texas,48355,8579,95
2020/7/20,Nueces,Texas,48355,8816,103
2020/7/21,Nueces,Texas,48355,9105,108
2020/7/22,Nueces,Texas,48355,9607,116
2020/7/23,Nueces,Texas,48355,9961,124
2020/7/24,Nueces,Texas,48355,10136,129
2020/7/25,Nueces,Texas,48355,10351,137
2020/7/26,Nueces,Texas,48355,10417,141
2020/7/27,Nueces,Texas,48355,10647,148
2020/7/28,Nueces,Texas,48355,10901,154
2020/7/29,Nueces,Texas,48355,11160,162
2020/7/30,Nueces,Texas,48355,11390,166
2020/7/31,Nueces,Texas,48355,12301,176
2020/8/1,Nueces,Texas,48355,12478,182
2020/8/2,Nueces,Texas,48355,12575,195
2020/8/3,Nueces,Texas,48355,12813,204
2020/8/4,Nueces,Texas,48355,13062,212
2020/8/5,Nueces,Texas,48355,13321,217
2020/8/6,Nueces,Texas,48355,13552,227
2020/8/7,Nueces,Texas,48355,13918,229
2020/8/8,Nueces,Texas,48355,14073,234
2020/8/9,Nueces,Texas,48355,15244,236
2020/8/10,Nueces,Texas,48355,15423,243
2020/8/11,Nueces,Texas,48355,15731,249
2020/8/12,Nueces,Texas,48355,16234,259
2020/8/13,Nueces,Texas,48355,16403,270
2020/8/14,Nueces,Texas,48355,16527,277
2020/8/15,Nueces,Texas,48355,16878,279
2020/8/16,Nueces,Texas,48355,17044,287
2020/8/17,Nueces,Texas,48355,17124,290
2020/8/18,Nueces,Texas,48355,17322,295
2020/8/19,Nueces,Texas,48355,17494,300
2020/8/20,Nueces,Texas,48355,17600,303
2020/8/21,Nueces,Texas,48355,17854,306
2020/8/22,Nueces,Texas,48355,17854,306
2020/8/23,Nueces,Texas,48355,18069,313
2020/8/24,Nueces,Texas,48355,18181,316
2020/8/25,Nueces,Texas,48355,18349,327
2020/8/26,Nueces,Texas,48355,18444,336
2020/8/27,Nueces,Texas,48355,18536,339
2020/8/28,Nueces,Texas,48355,18664,348
2020/8/29,Nueces,Texas,48355,18664,348
2020/8/30,Nueces,Texas,48355,18830,352
2020/8/31,Nueces,Texas,48355,18886,353
2020/9/1,Nueces,Texas,48355,18992,363
2020/9/2,Nueces,Texas,48355,19017,368
2020/9/3,Nueces,Texas,48355,19050,368
2020/9/4,Nueces,Texas,48355,19076,370
2020/9/5,Nueces,Texas,48355,19287,373
2020/9/6,Nueces,Texas,48355,19287,373
2020/9/7,Nueces,Texas,48355,19308,376
2020/9/8,Nueces,Texas,48355,19389,381
2020/9/9,Nueces,Texas,48355,19488,382
2020/9/10,Nueces,Texas,48355,19509,383
2020/9/11,Nueces,Texas,48355,19557,385
2020/9/12,Nueces,Texas,48355,19557,385
2020/9/13,Nueces,Texas,48355,19635,390
2020/9/14,Nueces,Texas,48355,19635,390
2020/9/15,Nueces,Texas,48355,19845,397
2020/9/16,Nueces,Texas,48355,19875,400
2020/9/17,Nueces,Texas,48355,19913,401
2020/9/18,Nueces,Texas,48355,19956,401
2020/9/19,Nueces,Texas,48355,19986,403
2020/9/20,Nueces,Texas,48355,20002,403
2020/9/21,Nueces,Texas,48355,20241,405
2020/9/22,Nueces,Texas,48355,20270,407
2020/9/23,Nueces,Texas,48355,20270,407
2020/9/24,Nueces,Texas,48355,20434,410
2020/9/25,Nueces,Texas,48355,20451,411
2020/9/26,Nueces,Texas,48355,20451,411
2020/9/27,Nueces,Texas,48355,20456,412
2020/9/28,Nueces,Texas,48355,20472,416
2020/9/29,Nueces,Texas,48355,20534,417
2020/9/30,Nueces,Texas,48355,20541,417
2020/10/1,Nueces,Texas,48355,20541,417
2020/10/2,Nueces,Texas,48355,20661,419
2020/10/3,Nueces,Texas,48355,20689,419
2020/10/4,Nueces,Texas,48355,20689,419
2020/10/5,Nueces,Texas,48355,20707,419
2020/10/6,Nueces,Texas,48355,20727,421
2020/10/7,Nueces,Texas,48355,20745,423
2020/10/8,Nueces,Texas,48355,20767,423
2020/10/9,Nueces,Texas,48355,20783,425
2020/10/10,Nueces,Texas,48355,20783,425
2020/10/11,Nueces,Texas,48355,20790,426
2020/10/12,Nueces,Texas,48355,20814,427
2020/10/13,Nueces,Texas,48355,20835,432
2020/10/14,Nueces,Texas,48355,20846,432
2020/10/15,Nueces,Texas,48355,20887,432
2020/10/16,Nueces,Texas,48355,20931,435
2020/10/17,Nueces,Texas,48355,20982,435
2020/10/18,Nueces,Texas,48355,20993,436
2020/10/19,Nueces,Texas,48355,21005,437
2020/10/20,Nueces,Texas,48355,21027,438
2020/10/21,Nueces,Texas,48355,21058,438
2020/10/22,Nueces,Texas,48355,21087,438
2020/10/23,Nueces,Texas,48355,21125,439
2020/10/24,Nueces,Texas,48355,21166,440
2020/10/25,Nueces,Texas,48355,21166,440
2020/10/26,Nueces,Texas,48355,21187,440
2020/10/27,Nueces,Texas,48355,21219,442
2020/10/28,Nueces,Texas,48355,21247,442
2020/10/29,Nueces,Texas,48355,21286,442
2020/10/30,Nueces,Texas,48355,21312,442
2020/10/31,Nueces,Texas,48355,21342,443
